Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\liveness.py:227(visit_Expr)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\ops\gen_beam_search_ops.py:4(<module>)
       12    0.000    0.000    0.005    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_math_ops.py:534(add_v2)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:584(set_shape)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\optimizer_v2\optimizer_v2.py:1008(_filter_grads)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\gast\ast3.py:17(visit_arg)
        1    0.000    0.000    0.007    0.007 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\learn_io\graph_io.py:20(<module>)
       11    0.000    0.000    0.016    0.001 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\liveness.py:235(resolve)
       11    0.000    0.000    0.014    0.001 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:497(resolve)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\integrate\python\ops\odes.py:15(<module>)
       21    0.000    0.000    0.000    0.000 =\lib\ast.py:233(walk)
       10    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_util.py:767(constant_value)
       32    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\execute.py:265(<listcomp>)
        4    0.000    0.000    0.002    0.001 =\lib\site-packages\tensorflow_core\python\ops\gen_array_ops.py:11065(_slice)
       14    0.000    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_math_ops.py:8473(real_div)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\io_ops.py:16(<module>)
       22    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_conversion_registry.py:136(<genexpr>)
       72    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\distribute\distribute_lib.py:144(get_update_device)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:779(_SetGrad)
        1    0.000    0.000    0.007    0.007 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\nn.py:16(<module>)
        1    0.000    0.000    0.010    0.010 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\python\ops\stats_ops.py:15(<module>)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:91(encode_arg)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\distribution_util.py:15(<module>)
       56    0.000    0.000    0.000    0.000 =\lib\inspect.py:891(tokeneater)
        8    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:260(_parse_func_attrs)
       32    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\control_flow_util.py:266(CheckInputFromValidContext)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_resource_variable_ops.py:595(read_variable_op)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:328(is_whitelisted_for_graph)
        1    0.000    0.000    0.004    0.004 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\beam_search_decoder.py:15(<module>)
       56    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\math_utils.py:15(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\quantize\python\fold_batch_norms.py:15(<module>)
      184    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_decorator.py:262(decorated_target)
      4/3    0.000    0.000    0.002    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\call_trees.py:101(visit_Call)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_linear_operator.py:15(<module>)
      126    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:266(returns)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\dynamic_rnn_estimator.py:20(<module>)
       22    0.000    0.000    0.000    0.000 =\lib\sre_parse.py:408(_uniq)
       38    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3751(_get_operation_by_name_unsafe)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_util.py:334(_is_array_like)
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:918(numpy)
        8    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\ops.py:878(define_reduce_op)
       22    0.000    0.000    0.000    0.000 =\lib\sre_parse.py:84(opengroup)
      484    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\resource_variable_ops.py:786(_lazy_read)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       82    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\transformer.py:239(enclosing_entities)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:2576(_make_node_def)
        1    0.000    0.000    0.005    0.005 =\lib\site-packages\tensorflow_core\contrib\factorization\python\ops\factorization_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\optimizer_v2\optimizer_v2.py:16(<module>)
        2    0.000    0.000    0.728    0.364 =\lib\site-packages\tensorflow_core\python\eager\function.py:2012(_create_graph_function)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\lookup\lookup_ops.py:15(<module>)
       32    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_ops.py:1431(_ReductionDims)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_array_ops.py:1038(broadcast_to)
      191    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\estimator.py:396(BaseEstimator)
       20    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\utils\generic_utils.py:565(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\optimizers.py:15(<module>)
       16    0.000    0.000    0.005    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\parser.py:126(parse_str)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\model_fn.py:21(<module>)
        1    0.000    0.000    0.005    0.005 =\lib\site-packages\tensorflow_core\python\autograph\pyct\compiler.py:89(source_to_entity)
        1    0.000    0.000    0.004    0.004 =\lib\site-packages\tensorflow_core\contrib\graph_editor\__init__.py:15(<module>)
        1    0.000    0.000    0.021    0.021 =\lib\site-packages\tensorflow_core\contrib\image\__init__.py:50(<module>)
       51    0.000    0.000    0.000    0.000 =\lib\_weakrefset.py:38(_remove)
      151    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      124    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\liveness.py:49(init_state)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\evaluation.py:124(<module>)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\contrib\checkpoint\__init__.py:41(<module>)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:443(<listcomp>)
        1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\python\autograph\pyct\compiler.py:40(ast_to_source)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\datasets\base.py:21(<module>)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_array_ops.py:1140(broadcast_to_eager_fallback)
       17    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\python\autograph\converters\function_scopes.py:78(visit_FunctionDef)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\quantized_distribution.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\python\estimator\keras.py:17(<module>)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\array_ops.py:1208(_get_dtype_from_nested_lists)
       33    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\ast_util.py:33(__init__)
        1    0.000    0.000    0.008    0.008 =\lib\site-packages\tensorflow_core\contrib\layers\python\ops\sparse_feature_cross_op.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column_ops.py:15(<module>)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\contrib\session_bundle\exporter.py:18(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\tpu.py:15(<module>)
       80    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\resource_variable_ops.py:1936(is_resource_variable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\factorization\python\ops\gmm_ops.py:15(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.AssertSameStructure}
       26    0.000    0.000    0.000    0.000 =\lib\ntpath.py:219(dirname)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\poisson_lognormal.py:15(<module>)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_grad.py:607(_ExpGrad)
      119    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:216(accepts)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       40    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\learn_io\data_feeder.py:20(<module>)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\naming.py:103(new_symbol)
        1    0.000    0.000    0.693    0.693 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:626(convert_func_to_ast)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\framework\experimental.py:36(experimental)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\meta_graph_transform\meta_graph_transform.py:19(<module>)
        6    0.000    0.000    0.010    0.002 =\lib\site-packages\tensorflow_core\python\ops\array_grad.py:225(_ConcatGradV2)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_grad.py:960(_SigmoidGrad)
       15    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\utils\ag_logging.py:114(get_verbosity)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\readers.py:15(<module>)
        1    0.000    0.000    0.004    0.004 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\utils\export.py:21(<module>)
       16    0.000    0.000    0.000    0.000 =\lib\warnings.py:449(__init__)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:2331(_gather_children_attribute)
       29    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       16    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:409(_MaybeCaptured)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\rnn.py:15(<module>)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\grid_rnn\python\ops\grid_rnn_cell.py:15(<module>)
       40    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\function.py:296(__init__)
       16    0.000    0.000    0.000    0.000 =\lib\sre_compile.py:492(_get_charset_prefix)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:168(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\head.py:15(<module>)
      168    0.000    0.000    0.000    0.000 =\lib\_collections_abc.py:392(__subclasshook__)
       55    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\transformer.py:247(enter_local_scope)
        4    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\array_ops.py:1631(split)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\contrib\constrained_optimization\__init__.py:15(<module>)
        2    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:139(_DefaultGradYs)
        1    0.000    0.000    0.003    0.003 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\models.py:20(<module>)
