Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:915(TPUFunction)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\attention_wrapper.py:228(_BaseAttentionMechanismV2)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\beam_search_decoder.py:235(BeamSearchDecoderMixin)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\testing\python\framework\fake_summary_writer.py:27(FakeSummaryWriter)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:381(_calc_mode)
        9    0.000    0.000    0.000    0.000 =\lib\inspect.py:238(isframe)
        1    0.000    0.000    0.000    0.000 =\lib\inspect.py:484(unwrap)
        2    0.000    0.000    0.000    0.000 =\lib\re.py:299(_compile_repl)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:566(_shape_tuple)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4599(control_dependencies)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:81(put)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\c_api_util.py:84(__init__)
       14    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_shape.py:227(__int__)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:153(visit_keyword)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:2819(WeightNormLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:1683(_RealValuedVarLenColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\affine.py:53(Affine)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\batch_normalization.py:82(BatchNormalization)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\invert.py:29(Invert)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\real_nvp.py:35(RealNVP)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:862(GraphDump)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\session_bundle\exporter.py:134(Exporter)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\export_strategy.py:34(ExportStrategy)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\factorization\python\ops\gmm.py:69(GMM)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\preprocessing\text.py:124(VocabularyProcessor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:706(TPUDatasetInfeedManager)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\quantize\python\fold_batch_norms.py:850(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\logging\__init__.py:212(_acquireLock)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\op_def_library.py:474(<genexpr>)
       20    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\auto_control_deps.py:94(op_is_stateful)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:325(TimeFreqLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:2248(GLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:578(ValidationMonitor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\inputs\numpy_io.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\linalg\linear_operator_addition.py:243(_Adder)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\graph_editor\util.py:338(ControlOutputs)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\drop_stale_gradient_optimizer.py:35(DropStaleGradientOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\remote_fused_graph\pylib\python\ops\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\specs\python\specs.py:133(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DANISH~1\AppData\Local\Temp\tmpbykxv5ua.py:8(create_converted_entity)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:2301(op_def)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4545(_pop_control_dependencies_controller)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:1051(_initialize_physical_devices)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:114(_sanitize_params)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:1006(flatten)
        2    0.000    0.000    0.002    0.001 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:1059(_get_defun_inputs_from_args)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\continue_statements.py:143(visit_With)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:1259(HighwayWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:1849(CompiledWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\feature_column.py:2499(DataFrameColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\softmax_centered.py:37(SoftmaxCentered)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\deterministic.py:179(Deterministic)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\head.py:1529(_MultiHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\preprocessing\categorical_vocabulary.py:35(CategoricalVocabulary)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\experiment.py:64(_EvalAndExportListener)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\multi_head.py:166(_MultiHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\attention_wrapper.py:77(_BaseAttentionMechanism)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\python\ops\stats_ops.py:91(FertileStatsVariable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\eager\python\metrics_impl.py:40(Metric)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3954(get_collection)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4007(_original_op)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:76(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:696(deferred_internal_captures)
      2/1    0.000    0.000    0.002    0.002 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:171(visit_FunctionDef)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\session_bundle\manifest_pb2.py:6(<lambda>)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\hparam_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\adamax.py:32(AdaMaxOptimizer)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tensorboard\plugins\projector\projector_config_pb2.py:6(<lambda>)
        4    0.000    0.000    0.000    0.000 =\lib\enum.py:18(_is_descriptor)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\google\protobuf\descriptor.py:815(__new__)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\google\protobuf\internal\enum_type_wrapper.py:46(__init__)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_shape.py:235(__index__)
        1    0.000    0.000    0.000    0.000 =\lib\tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\copy_graph\python\util\__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:1466(NASCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:2067(ConvLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:2468(LayerNormLSTMCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:3765(MinimalRNNCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\fill_triangular.py:39(FillTriangular)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\inline.py:30(Inline)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\reshape.py:65(Reshape)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\chi2.py:37(Chi2)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\linear_optimizer\python\sdca_optimizer.py:31(SDCAOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\variable_clipping_optimizer.py:34(VariableClippingOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\client\random_forest.py:332(TensorForestEstimator)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\python\ops\model_ops.py:95(TreeVariable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\ar_model.py:183(ARModel)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\math_utils.py:689(InputStatisticsFromMiniBatch)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\input_pipeline.py:436(CSVReader)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\object_identity.py:206(__len__)
        5    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:241(write_comma)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\impl\conversion.py:437(cache_unconverted)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\naming.py:39(_as_symbol_name)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:1720(trainable_variables)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:473(CudnnParamsFormatConverterLSTM)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\core_rnn_cell.py:191(EmbeddingWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\framework\python\ops\variables.py:769(VariableDeviceChooser)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distribute\python\collective_all_reduce_strategy.py:29(CollectiveAllReduceStrategy)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\distributions\bijector_impl.py:45(_Mapping)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\estimator.py:1495(SKCompat)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\evaluable.py:31(Evaluable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\estimator\inputs\queues\feeding_queue_runner.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\sequence_queueing_state_saver.py:617(SequenceQueueingStateSaver)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\grid_rnn\python\ops\__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\kernel_methods\python\mappers\random_fourier_features.py:33(RandomFourierFeatureMapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\slim\python\slim\data\parallel_reader.py:32(ParallelReader)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\predictor\predictor.py:25(Predictor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\sampler.py:632(InferenceSampler)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\recurrent\python\ops\functional_rnn.py:47(_FunctionalRnnCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\numpy\__init__.py:211(__getattr__)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\deprecation.py:311(new_func)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\lazy_loader.py:35(__init__)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\lazy_loader.py:61(__getattr__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\function.py:591(__init__)
        1    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google.protobuf.pyext._message.CMessage' objects}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:133(<listcomp>)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:269(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\inspect_utils.py:341(getfutureimports)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:399(visit_With)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\softsign.py:33(Softsign)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\linear_optimizer\python\ops\sparse_feature_column.py:32(SparseFeatureColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_estimator\contrib\estimator\python\estimator\head.py:661(_MultiLabelHead)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tensor_forest\client\random_forest.py:69(TensorForestLossHook)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_inspect.py:355(getsourcelines)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:194(call_options)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\arg_defaults.py:72(visit_FunctionDef)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\directives.py:157(transform)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\naming.py:35(__init__)
       11    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:912(dynamic)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:1848(CudnnLSTM)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:2738(SRUCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\sigmoid.py:32(Sigmoid)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\monitors.py:237(EveryN)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\estimators\model_fn.py:70(ModelFnOps)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\legacy_seq2seq\python\__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\__init__.py:16(<module>)
        8    0.000    0.000    0.000    0.000 =\lib\inspect.py:252(iscode)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:6227(get_collection)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\eager\tape.py:38(__init__)
       16    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\variable_scope.py:1361(get_variable_scope)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:818(_GetGrads)
        3    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:275(decorators)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\unsupported_features_checker.py:30(visit_Attribute)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\lstm_ops.py:401(LSTMBlockWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\__init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\preprocessing\text.py:61(ByteProcessor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:248(TPUAssignment)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_diag.py:34(MultivariateNormalDiag)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\basic_decoder.py:44(BasicDecoder)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\helper.py:227(TrainingHelper)
        2    0.000    0.000    0.000    0.000 =\lib\inspect.py:1507(currentframe)
        2    0.000    0.000    0.000    0.000 =\lib\tokenize.py:374(read_or_stop)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\op_def_library.py:590(<genexpr>)
        2    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\ops\array_ops.py:575(rank)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\constant_op.py:275(is_constant)
        8    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:317(control_dependencies)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\templates.py:58(visit_Attribute)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\break_statements.py:145(transform)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\cudnn_rnn\python\ops\cudnn_rnn_ops.py:910(CudnnLSTMSaveable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\distributions\identity_bijector.py:31(Identity)
        7    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\core\profiler\op_profile_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_tril.py:32(MultivariateNormalTriL)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\addsign.py:30(AddSignOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\elastic_average_optimizer.py:143(ElasticAverageOptimizer)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\opt\python\training\weight_decay_optimizers.py:32(DecoupledWeightDecayExtension)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\basic_decoder.py:150(BasicDecoderV2)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\sampler.py:184(TrainingSampler)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_management.py:70(_OverridableStateManager)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\network.py:480(_should_compute_mask)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:1110(<listcomp>)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:726(<listcomp>)
        2    0.000    0.000    0.001    0.000 =\lib\site-packages\gast\ast3.py:154(gast_to_ast)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\astor\code_gen.py:134(__exit__)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\logical_expressions.py:135(transform)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\return_statements.py:159(__init__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\rnn\python\ops\rnn_cell.py:1622(UGRNNCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\target_column.py:290(_MultiClassTargetColumn)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\matrix_inverse_tril.py:36(MatrixInverseTriL)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:613(TPUNumpyInfeedManager)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\model_pruning\python\pruning.py:232(Pruning)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\state_space_models\filtering_postprocessor.py:35(FilteringStepPostprocessor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\timeseries\python\timeseries\input_pipeline.py:159(TimeSeriesReader)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:442(variables)
        1    0.000    0.000    0.001    0.001 =\lib\site-packages\tensorflow_core\python\autograph\converters\continue_statements.py:161(transform)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\data\python\ops\random_ops.py:24(RandomDataset)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\transform_diagonal.py:30(TransformDiagonal)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\deterministic.py:294(VectorDeterministic)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\mvn_full_covariance.py:35(MultivariateNormalFullCovariance)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\grid_rnn\python\ops\grid_rnn_cell.py:35(GridRNNCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\seq2seq\python\ops\decoder.py:153(BaseDecoder)
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\decision_trees\proto\generic_tree_model_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\specs\python\specs_lib.py:113(Callable)
        2    0.000    0.000    0.000    0.000 C:\Users\DANISH~1\AppData\Local\Temp\tmpbykxv5ua.py:6(create_converted_entity_factory)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\numpy\core\numeric.py:2283(_array_equal_dispatcher)
        4    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\device_spec.py:31(_as_str_or_none)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\device_spec.py:193(make_merged_spec)
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\framework\func_graph.py:684(<listcomp>)
        8    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\gradients_util.py:784(<listcomp>)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\converters\continue_statements.py:77(_postprocess_statement)
        2    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\autograph\core\function_wrappers.py:70(__enter__)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\checkpoint\python\containers.py:24(UniqueNameTracker)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\crf\python\ops\crf.py:337(CrfForwardRnnCell)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\layers\python\layers\rev_block_lib.py:442(enable_with_args)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\lookup\lookup_ops.py:294(HashTable)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\distributions\python\ops\bijectors\masked_autoregressive.py:46(MaskedAutoregressiveFlow)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\training\python\training\sequence_queueing_state_saver.py:52(_SequenceInputWrapper)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\learn\python\learn\preprocessing\categorical.py:38(CategoricalProcessor)
        1    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\contrib\tpu\python\tpu\keras_support.py:526(TPUInfeedInstance)
